topic	study
CD001920	17106342
CD001920	17106357
CD001920	17113831
CD001920	17117002
CD001920	17119299
CD001920	17123204
CD001920	17123207
CD001920	17126942
CD001920	17127588
CD001920	17129191
CD001920	17132119
CD001920	17134723
CD001920	17140102
CD001920	17140874
CD001920	17141640
CD001920	17142065
CD001920	17144438
CD001920	1714623
CD001920	17147514
CD001920	17148515
CD001920	17148518
CD001920	17151415
CD001920	17153205
CD001920	1715461
CD001920	17156266
CD001920	17158561
CD001920	17162194
CD001920	17166765
CD001920	17166806
CD001920	17167194
CD001920	17172549
CD001920	17172550
CD001920	17172553
CD001920	17172557
CD001920	17179820
CD001920	17181575
CD001920	17186396
CD001920	17187089
CD001920	17191132
CD001920	17194249
CD001920	17198589
CD001920	17198591
CD001920	17201276
CD001920	17204591
CD001920	17204680
CD001920	17207668
CD001920	17209976
CD001920	17210383
CD001920	17212727
CD001920	17213237
CD001920	17214754
CD001920	17215508
CD001920	17224062
CD001920	17225034
CD001920	17225037
CD001920	17226848
CD001920	17229744
CD001920	17233232
CD001920	17233461
CD001920	17236530
CD001920	17239062
CD001920	17244941
CD001920	17251677
CD001920	17251694
CD001920	17253494
CD001920	17255643
CD001920	17260171
CD001920	17261748
CD001920	17270510
CD001920	17270512
CD001920	17270515
CD001920	17270520
CD001920	17270524
CD001920	17273871
CD001920	17275110
CD001920	17277240
CD001920	17277911
CD001920	17284545
CD001920	17288658
CD001920	17291335
CD001920	1729968
CD001920	1729971
CD001920	17303962
CD001920	17308012
CD001920	17309531
CD001920	17309790
CD001920	17311785
CD001920	17312088
CD001920	17312749
CD001920	17316692
CD001920	17321816
CD001920	17321820
CD001920	17323015
CD001920	17324291
CD001920	17329282
CD001920	17331243
CD001920	17331989
CD001920	17332444
CD001920	17332815
CD001920	17334512
CD001920	17343738
CD001920	17345047
CD001920	17351083
CD001920	17351700
CD001920	17351849
CD001920	17353459
CD001920	17356141
CD001920	1735999
CD001920	17362848
CD001920	17364779
CD001920	17364784
CD001920	17369514
CD001920	17369516
CD001920	17369517
CD001920	17369518
CD001920	17375879
CD001920	1737669
CD001920	17379748
CD001920	17388768
CD001920	17396055
CD001920	17398256
CD001920	17405883
CD001920	17408791
CD001920	17409389
CD001920	17414804
CD001920	17419885
CD001920	17419886
CD001920	1742002
CD001920	17432642
CD001920	17439822
CD001920	17443208
CD001920	17443532
CD001920	17443542
CD001920	17443550
CD001920	17449503
CD001920	17452491
CD001920	17453990
CD001920	1745868
CD001920	1746296
CD001920	1746459
CD001920	17466722
CD001920	17468575
CD001920	17468788
CD001920	17468789
CD001920	1747286
CD001920	17473391
CD001920	17473770
CD001920	17474060
CD001920	17474580
CD001920	17475552
CD001920	17476001
CD001920	17477031
CD001920	17489808
CD001920	17493259
CD001920	17498083
CD001920	17499164
CD001920	17503114
CD001920	17504829
CD001920	17505041
CD001920	17507641
CD001920	17507642
CD001920	17509240
CD001920	17509711
CD001920	17510461
CD001920	17521519
CD001920	17525499
CD001920	17526181
CD001920	1752715
CD001920	17530963
CD001920	17531916
CD001920	17532891
CD001920	17532892
CD001920	17534205
CD001920	17536646
CD001920	17536647
CD001920	17537090
CD001920	17540966
CD001920	17545885
CD001920	17557646
CD001920	17558358
CD001920	17558362
CD001920	17562035
CD001920	17562667
CD001920	17563556
CD001920	17568244
CD001920	17569390
CD001920	1757323
CD001920	17579309
CD001920	17581311
CD001920	17581519
CD001920	17586582
CD001920	17588292
CD001920	17589482
CD001920	17593240
CD001920	17594501
CD001920	17595381
CD001920	17598651
CD001920	17598652
CD001920	17601187
CD001920	17601461
CD001920	17601803
CD001920	17604332
CD001920	17604556
CD001920	17608322
CD001920	17609907
CD001920	17611462
CD001920	17611487
CD001920	17612983
CD001920	17612995
CD001920	17613000
CD001920	17613560
CD001920	17613582
CD001920	17615368
CD001920	17616747
CD001920	17623080
CD001920	17624477
CD001920	17624479
CD001920	17624871
CD001920	17626211
CD001920	17626223
CD001920	17629139
CD001920	17629196
CD001920	17636152
CD001920	17638141
CD001920	17640242
CD001920	17643236
CD001920	17645251
CD001920	17653281
CD001920	17653949
CD001920	17654237
CD001920	17654308
CD001920	17656831
CD001920	17656834
CD001920	17656838
CD001920	17663511
CD001920	17667313
CD001920	17668259
CD001920	17669915
CD001920	17675997
CD001920	17678655
CD001920	17678656
CD001920	17678657
CD001920	17679851
CD001920	17684594
CD001920	1768565
CD001920	17685924
CD001920	17689407
CD001920	17691385
CD001920	17693215
CD001920	17696615
CD001920	17697031
CD001920	17697136
CD001920	17697322
CD001920	17698457
CD001920	17698978
CD001920	17700217
CD001920	17702700
CD001920	17702957
CD001920	17706655
CD001920	17709994
CD001920	17711594
CD001920	17716265
CD001920	17717113
CD001920	17718268
CD001920	17718686
CD001920	17719803
CD001920	17722825
CD001920	17723128
CD001920	17724548
CD001920	17724559
CD001920	17726037
CD001920	17726273
CD001920	1773818
CD001920	17762353
CD001920	17766429
CD001920	17767899
CD001920	17786692
CD001920	17803825
CD001920	17823380
CD001920	17826453
CD001920	17826458
CD001920	17827806
CD001920	17846068
CD001920	17846073
CD001920	17849109
CD001920	17852223
CD001920	17852225
CD001920	17852312
CD001920	1785389
CD001920	17855668
CD001920	17875054
CD001920	17875558
CD001920	17876068
CD001920	17885311
CD001920	1788665
CD001920	17886769
CD001920	1788753
CD001920	1788754
CD001920	17887992
CD001920	17891560
CD001920	17894265
CD001920	17895349
CD001920	17897782
CD001920	17901013
CD001920	17901383
CD001920	17903826
CD001920	17903863
CD001920	17903924
CD001920	17904020
CD001920	17908563
CD001920	17908564
CD001920	17908577
CD001920	17909406
CD001920	17916656
CD001920	17916657
CD001920	17916658
CD001920	17921327
CD001920	17921964
CD001920	17922807
CD001920	17923468
CD001920	17928515
CD001920	17928625
CD001920	17932155
CD001920	17933101
CD001920	17935022
CD001920	17937798
CD001920	17939776
CD001920	17943665
CD001920	17943675
CD001920	17943677
CD001920	17943883
CD001920	17943893
CD001920	17946131
CD001920	17947505
CD001920	17951060
CD001920	17953270
CD001920	17958282
CD001920	17964875
CD001920	17971616
CD001920	17971620
CD001920	17979080
CD001920	17979860
CD001920	17979861
CD001920	17980221
CD001920	17981850
CD001920	17981854
CD001920	17992056
CD001920	17992170
CD001920	17996052
CD001920	17999012
CD001920	17999427
CD001920	18002333
CD001920	18002369
CD001920	18003456
CD001920	18006861
CD001920	18021525
CD001920	18029233
CD001920	18033605
CD001920	18036682
CD001920	18039236
CD001920	18042603
CD001920	18042970
CD001920	18047458
CD001920	18047887
CD001920	18048463
CD001920	18061322
CD001920	18063264
CD001920	18063824
CD001920	18064333
CD001920	1806734
CD001920	18072816
CD001920	18073464
CD001920	18076272
CD001920	18077065
CD001920	18077218
CD001920	18078981
CD001920	18083635
CD001920	18084173
CD001920	18090875
CD001920	18094454
CD001920	18155352
CD001920	18156005
CD001920	18156154
CD001920	18158427
CD001920	18159849
CD001920	18160595
CD001920	18164324
CD001920	18164331
CD001920	18165149
CD001920	18170961
CD001920	18174117
CD001920	18174447
CD001920	18174489
CD001920	18176736
CD001920	18176737
CD001920	18184932
CD001920	1818788
CD001920	18198088
CD001920	18198710
CD001920	18198716
CD001920	18199627
CD001920	18202577
CD001920	18212033
CD001920	18212034
CD001920	18212687
CD001920	18213537
CD001920	18218825
CD001920	18219053
CD001920	18220941
CD001920	18226656
CD001920	18240042
CD001920	18240044
CD001920	18242934
CD001920	18250068
CD001920	18250074
CD001920	18254032
CD001920	18254038
CD001920	18257178
CD001920	18257348
CD001920	18257777
CD001920	18258769
CD001920	18259019
CD001920	18265663
CD001920	1827020
CD001920	18277180
CD001920	18277214
CD001920	18281620
CD001920	18285431
CD001920	18285432
CD001920	18287122
CD001920	18295613
CD001920	18295622
CD001920	18295624
CD001920	18296957
CD001920	18297504
CD001920	18298357
CD001920	18298358
CD001920	18298359
CD001920	18300930
CD001920	18303984
CD001920	18308781
CD001920	18317387
CD001920	18322901
CD001920	18323492
CD001920	18325646
CD001920	18326057
CD001920	18326807
CD001920	18332063
CD001920	18334602
CD001920	18334764
CD001920	18334772
CD001920	18338278
CD001920	18341007
CD001920	18341687
CD001920	18356189
CD001920	18356587
CD001920	18356591
CD001920	18356592
CD001920	18357902
CD001920	18358724
CD001920	1836787
CD001920	18372696
CD001920	18372697
CD001920	18372700
CD001920	18372701
CD001920	18373326
CD001920	18373990
CD001920	18373998
CD001920	18374000
CD001920	18374014
CD001920	18374457
CD001920	18377250
CD001920	18381823
CD001920	18381946
CD001920	18382824
CD001920	18382826
CD001920	18385624
CD001920	18385632
CD001920	18388007
CD001920	18388020
CD001920	18388031
CD001920	18390973
CD001920	18390976
CD001920	18403742
CD001920	18403746
CD001920	18405377
CD001920	18407453
CD001920	18412621
CD001920	18417372
CD001920	18418331
CD001920	18418336
CD001920	18418520
CD001920	1841918
CD001920	18422947
CD001920	18427793
CD001920	18430685
CD001920	18431002
CD001920	18432022
CD001920	18432513
CD001920	18441036
CD001920	18441038
CD001920	18441040
CD001920	18441042
CD001920	18443265
CD001920	18446089
CD001920	18446317
CD001920	18452740
CD001920	18452749
CD001920	18455961
CD001920	18459375
CD001920	18461097
CD001920	18463550
CD001920	18463551
CD001920	18467648
CD001920	18469067
CD001920	18469735
CD001920	18471453
CD001920	18477976
CD001920	18477977
CD001920	18481715
CD001920	18483445
CD001920	18502315
CD001920	18503223
CD001920	18505546
CD001920	1850682
CD001920	18509570
CD001920	18518727
CD001920	18523754
CD001920	18525391
CD001920	18534554
CD001920	18545197
CD001920	18551008
CD001920	18551314
CD001920	18560139
CD001920	18560140
CD001920	18563435
CD001920	1856429
CD001920	18566947
CD001920	18570643
CD001920	18572044
CD001920	18574632
CD001920	18586126
CD001920	1858625
CD001920	18586809
CD001920	18586812
CD001920	18592223
CD001920	18596422
CD001920	18601984
CD001920	18602636
CD001920	18607743
CD001920	18608364
CD001920	18608392
CD001920	18608442
CD001920	18609057
CD001920	18613281
CD001920	18617860
CD001920	1862217
CD001920	1863010
CD001920	18633001
CD001920	18634944
CD001920	18635275
CD001920	18637956
CD001920	18639360
CD001920	18642635
CD001920	18644424
CD001920	18645188
CD001920	18645190
CD001920	18645322
CD001920	18646156
CD001920	18647726
CD001920	1864873
CD001920	18652112
CD001920	18652322
CD001920	18666801
CD001920	18667809
CD001920	18667813
CD001920	18674992
CD001920	18674995
CD001920	18676897
CD001920	18678569
CD001920	18682130
CD001920	18695661
CD001920	18701292
CD001920	18701384
CD001920	18704382
CD001920	18705943
CD001920	18708842
CD001920	18712008
CD001920	18712644
CD001920	18716401
CD001920	18716485
CD001920	18724019
CD001920	18724029
CD001920	18724187
CD001920	18727674
CD001920	1874239
CD001920	1874262
CD001920	18757284
CD001920	18760148
CD001920	18760152
CD001920	18760153
CD001920	18762296
CD001920	18767580
CD001920	18771581
CD001920	18772279
CD001920	1877483
CD001920	18780018
CD001920	18780883
CD001920	18780884
CD001920	18780885
CD001920	18782456
CD001920	18782739
CD001920	18789692
CD001920	18811703
CD001920	18812431
CD001920	18812433
CD001920	18822975
CD001920	18829219
CD001920	18833102
CD001920	18835189
CD001920	18843433
CD001920	18843735
CD001920	18845967
CD001920	18845976
CD001920	18848827
CD001920	18852543
CD001920	18926162
CD001920	18926660
CD001920	18929013
CD001920	18931547
CD001920	18937660
CD001920	18941274
CD001920	18941773
CD001920	18946003
CD001920	18946629
CD001920	18948373
CD001920	18949930
CD001920	18951535
CD001920	18955424
CD001920	18955428
CD001920	18955431
CD001920	18971381
CD001920	18971382
CD001920	18971385
CD001920	18981187
CD001920	18981188
CD001920	18988916
CD001920	18989691
CD001920	18989694
CD001920	18996231
CD001920	18996241
CD001920	19002155
CD001920	19003741
CD001920	19004199
CD001920	19005196
CD001920	19008204
CD001920	19008208
CD001920	19008209
CD001920	19008694
CD001920	19014583
CD001920	19015092
CD001920	19019900
CD001920	19022673
CD001920	19022797
CD001920	19032751
CD001920	19037777
CD001920	19046185
CD001920	19050436
CD001920	19052246
CD001920	19056272
CD001920	19060131
CD001920	19061374
CD001920	19072894
CD001920	19074684
CD001920	19074686
CD001920	1907549
CD001920	19077015
CD001920	19078912
CD001920	19087795
CD001920	19088223
CD001920	19088592
CD001920	19091088
CD001920	19093695
CD001920	19097474
CD001920	19097500
CD001920	19106252
CD001920	19109020
CD001920	19109444
CD001920	19109447
CD001920	19109542
CD001920	19109543
CD001920	19109546
CD001920	19110144
CD001920	19111468
CD001920	19111469
CD001920	19112032
CD001920	19112336
CD001920	19114440
CD001920	19118128
CD001920	19118130
CD001920	19119067
CD001920	19123154
CD001920	19124906
CD001920	19124907
CD001920	19124963
CD001920	19129308
CD001920	19130163
CD001920	19146879
CD001920	1914760
CD001920	19154276
CD001920	19155350
CD001920	19155351
CD001920	19155760
CD001920	19158068
CD001920	19158582
CD001920	19158659
CD001920	19160222
CD001920	19160464
CD001920	19163457
CD001920	19163626
CD001920	19164402
CD001920	19164850
CD001920	1916617
CD001920	19168520
CD001920	19171948
CD001920	19172523
CD001920	19174756
CD001920	19177660
CD001920	1917797
CD001920	19182079
CD001920	19189940
CD001920	19190088
CD001920	19194671
CD001920	19196358
CD001920	19196729
CD001920	19204303
CD001920	19207368
CD001920	19208261
CD001920	19211942
CD001920	19212897
CD001920	19217992
CD001920	19218297
CD001920	19219892
CD001920	19221191
CD001920	1922205
CD001920	19224255
CD001920	19228241
CD001920	19228851
CD001920	19229450
CD001920	19230231
CD001920	19230819
CD001920	19236691
CD001920	19236986
CD001920	19237088
CD001920	19237212
CD001920	19237734
CD001920	19240197
CD001920	19240655
CD001920	19242626
CD001920	19242627
CD001920	19245415
CD001920	19245692
CD001920	19247541
CD001920	19247549
CD001920	19247686
CD001920	19253350
CD001920	19254604
CD001920	19254614
CD001920	19259851
CD001920	19261767
CD001920	19263531
CD001920	19265756
CD001920	19269744
CD001920	19270639
CD001920	19274027
CD001920	19276293
CD001920	19277696
CD001920	19279293
CD001920	19281066
CD001920	19282417
CD001920	19282456
CD001920	19284395
CD001920	19284397
CD001920	19286579
CD001920	19288897
CD001920	19288900
CD001920	19289487
CD001920	19294546
CD001920	19296949
CD001920	1929802
CD001920	1930073
CD001920	19302389
CD001920	19306038
CD001920	19306662
CD001920	19307434
CD001920	19307435
CD001920	19318973
CD001920	19321521
CD001920	19321522
CD001920	19328915
CD001920	19329849
CD001920	19330603
CD001920	19335909
CD001920	19344305
CD001920	19345771
CD001920	19349341
CD001920	1935632
CD001920	19359633
CD001920	19359643
CD001920	19363561
CD001920	19366438
CD001920	19366816
CD001920	19369828
CD001920	19370729
CD001920	19372172
CD001920	19373930
CD001920	1937687
CD001920	1937985
CD001920	19381097
CD001920	19382472
CD001920	19383515
CD001920	19386794
CD001920	19389746
CD001920	19390069
CD001920	19390877
CD001920	19398398
CD001920	19403556
CD001920	19406299
CD001920	19410255
CD001920	1941652
CD001920	19419126
CD001920	19422636
CD001920	19423387
CD001920	19425367
CD001920	19425470
CD001920	19427433
CD001920	19433440
CD001920	1943626
CD001920	19442523
CD001920	19451190
CD001920	19451253
CD001920	19451831
CD001920	19454622
CD001920	19454780
CD001920	19457978
CD001920	19458319
CD001920	19458427
CD001920	19458430
CD001920	19461035
CD001920	19462544
CD001920	19463067
CD001920	19465507
CD001920	19467901
CD001920	19473845
CD001920	19479508
CD001920	19479566
CD001920	19480866
CD001920	19480867
CD001920	19480878
CD001920	19482892
CD001920	19482894
CD001920	19484630
CD001920	19484836
CD001920	19487135
CD001920	19489088
CD001920	19491396
CD001920	19504088
CD001920	19504501
CD001920	19506539
CD001920	19520734
CD001920	19520987
CD001920	19523207
CD001920	19527695
CD001920	19531254
CD001920	19531605
CD001920	19531608
CD001920	19533533
CD001920	19533536
CD001920	19541916
CD001920	19541917
CD001920	19541918
CD001920	19542238
CD001920	19543081
CD001920	19543213
CD001920	19548076
CD001920	19551694
CD001920	19556526
CD001920	19561363
CD001920	19561521
CD001920	19568898
CD001920	19581199
CD001920	19583646
CD001920	19583742
CD001920	19584748
CD001920	19585717
CD001920	19586784
CD001920	19588345
CD001920	19588347
CD001920	19588352
CD001920	19588381
CD001920	19589258
CD001920	19592785
CD001920	19595593
CD001920	19606509
CD001920	19608100
CD001920	19608927
CD001920	19627929
CD001920	19627940
CD001920	19628483
CD001920	19629252
CD001920	19629631
CD001920	19629848
CD001920	19630125
CD001920	19632547
CD001920	19632961
CD001920	19632963
CD001920	19632964
CD001920	19632965
CD001920	19635337
CD001920	19642049
CD001920	19644691
CD001920	19652928
CD001920	19656683
CD001920	19659712
CD001920	19665825
CD001920	19673668
CD001920	19673814
CD001920	19674485
CD001920	1967562
CD001920	19692788
CD001920	19694589
CD001920	19701647
CD001920	19711096
CD001920	19711257
CD001920	1971590
CD001920	19719995
CD001920	19724226
CD001920	19729582
CD001920	19729583
CD001920	19735771
CD001920	19735772
CD001920	1973644
CD001920	19738321
CD001920	19740730
CD001920	19740732
CD001920	19743632
CD001920	19745828
CD001920	19748858
CD001920	19752117
CD001920	19758982
CD001920	19761115
CD001920	19763056
CD001920	19770057
CD001920	19774304
